plot;subplot;year;precip;na;sum_salinity;type
9;A3;2016;615.5;2259;1.489;observed
9;A4;2016;615.5;2559;1.545;observed
9;A5;2016;615.5;2812;1.63;observed
9;A6;2016;615.5;3012;1.652;observed
9;B1;2016;615.5;2882;1.322;observed
9;B2;2016;615.5;2832;1.394;observed
9;B3;2016;615.5;2539;1.348;observed
9;B4;2016;615.5;2883;1.413;observed
9;B5;2016;615.5;2733;1.531;observed
9;B6;2016;615.5;3194;1.536;observed
9;C1;2016;615.5;2844;1.226;observed
9;C2;2016;615.5;2832;1.168;observed
9;C3;2016;615.5;2693.5;1.286;observed
9;C4;2016;615.5;2560;1.391;observed
9;C5;2016;615.5;2583;1.192;observed
9;C6;2016;615.5;2499;1.464;observed
9;D1;2016;615.5;2513;1.415;observed
9;D2;2016;615.5;2531;1.281;observed
9;D3;2016;615.5;2853;1.594;observed
9;D4;2016;615.5;2844;1.55;observed
9;D5;2016;615.5;2943;1.41;observed
9;D6;2016;615.5;2669;1.435;observed
9;E1;2016;615.5;2632;1.092;observed
9;E2;2016;615.5;2544;1.037;observed
9;E3;2016;615.5;2521;1.275;observed
9;E4;2016;615.5;2699;1.293;observed
9;E5;2016;615.5;2733;1.649;observed
9;E6;2016;615.5;3395;0.984;observed
9;F1;2016;615.5;3221;1.024;observed
9;F2;2016;615.5;2864;1.208;observed
9;F3;2016;615.5;2733;1.627;observed
9;F4;2016;615.5;2499;1.285;observed
9;F5;2016;615.5;2583;1.28;observed
9;F6;2016;615.5;2655;1.536;observed
1;A1;2017;429.7;3063.5;0.7387300072994956;predicted
1;A2;2017;429.7;2907.5;0.7405947956155056;predicted
1;A3;2017;429.7;2766.5;0.7328228875630034;predicted
1;A4;2017;429.7;2630.5;0.7200502908526814;predicted
1;A5;2017;429.7;2735.5;0.7298046521358916;predicted
1;A6;2017;429.7;2408.5;0.7226241972101362;predicted
1;B1;2017;429.7;2768.5;0.7236526368514233;predicted
1;B2;2017;429.7;2980;0.7336728705829096;predicted
1;B3;2017;429.7;2523.5;0.7168364510644328;predicted
1;B4;2017;429.7;2280;0.6939668429900003;predicted
1;B5;2017;429.7;2308;0.7066172166678293;predicted
1;B6;2017;429.7;2234;0.7094796546797103;predicted
1;C1;2017;429.7;2180.5;0.6940380626977468;predicted
1;C2;2017;429.7;1992;0.6755546846429182;predicted
1;C3;2017;429.7;2216.5;0.7005516652130201;predicted
1;C4;2017;429.7;1924;0.6796614986002094;predicted
1;C5;2017;429.7;2276.5;0.6866918813747963;predicted
1;C6;2017;429.7;2338;0.7117945339410516;predicted
1;D1;2017;429.7;2321;0.7068417430465712;predicted
1;D2;2017;429.7;2133;0.6988494101530429;predicted
1;D3;2017;429.7;2281.5;0.6907513919705577;predicted
1;D4;2017;429.7;2239.5;0.6896740159792221;predicted
1;D5;2017;429.7;2332;0.7024913447474453;predicted
1;D6;2017;429.7;2420.5;0.7556161641650587;predicted
1;E1;2017;429.7;2238.5;0.6841141357788955;predicted
1;E2;2017;429.7;2896.9;0.7235544876614626;predicted
1;E3;2017;429.7;2748.4;0.7179350397572514;predicted
1;E4;2017;429.7;2555;0.7042506654950023;predicted
1;E5;2017;429.7;2473.5;0.7072490443924925;predicted
1;E6;2017;429.7;2353;0.7031707004009896;predicted
1;F1;2017;429.7;2299;0.6810846213775771;predicted
1;F2;2017;429.7;2198.5;0.6916056056659406;predicted
1;F3;2017;429.7;2263;0.7052145101674019;predicted
1;F4;2017;429.7;2411.5;0.7027758312028715;predicted
1;F5;2017;429.7;1804.5;0.6658112177879328;predicted
1;F6;2017;429.7;2061.5;0.6880317435518373;predicted
2;A1;2017;429.7;2462.9;0.5258374983107432;predicted
2;A2;2017;429.7;2683;0.5476444751011853;predicted
2;A3;2017;429.7;2495;0.537380456284795;predicted
2;A4;2017;429.7;1831;0.49661138120568826;predicted
2;A5;2017;429.7;1644;0.4908828415728279;predicted
2;A6;2017;429.7;1378.1;0.4869421306401265;predicted
2;B1;2017;429.7;2187.5;0.5117993910748455;predicted
2;B2;2017;429.7;2652;0.5352346040247082;predicted
2;B3;2017;429.7;2451.5;0.5319722346244304;predicted
2;B4;2017;429.7;1884.5;0.4919494811857895;predicted
2;B5;2017;429.7;2114.5;0.5153106287850098;predicted
2;B6;2017;429.7;2237;0.5285922107352738;predicted
2;C1;2017;429.7;2894;0.5508239101946395;predicted
2;C2;2017;429.7;2754;0.5349121783536104;predicted
2;C3;2017;429.7;2813;0.55113374761682965;predicted
2;C4;2017;429.7;1740;0.4888586352334947;predicted
2;C5;2017;429.7;1753.5;0.4779140063281231;predicted
2;C6;2017;429.7;2150;0.5207795760412404;predicted
2;D1;2017;429.7;1571.5;0.4860540150632887;predicted
2;D2;2017;429.7;1884.5;0.5046265224401417;predicted
2;D3;2017;429.7;1875.5;0.4881772820169674;predicted
2;D4;2017;429.7;1761.5;0.4832822044298888;predicted
2;D5;2017;429.7;1477;0.476109623453733;predicted
2;D6;2017;429.7;1892;0.5465466591353774;predicted
2;E1;2017;429.7;1508.5;0.46436036864445995;predicted
2;E2;2017;429.7;1190;0.4520019331814472;predicted
2;E3;2017;429.7;1066;0.4476815642924542;predicted
2;E4;2017;429.7;842;0.4323746668520142;predicted
2;E5;2017;429.7;1238.5;0.4607183424545789;predicted
2;E6;2017;429.7;1797.5;0.4926695572729045;predicted
2;F1;2017;429.7;1281;0.44606004786016784;predicted
2;F2;2017;429.7;1504.5;0.47376068932937676;predicted
2;F3;2017;429.7;1624;0.4902858936609197;predicted
2;F4;2017;429.7;1223;0.4587107282122088;predicted
2;F5;2017;429.7;1012.7;0.4427805901171509;predicted
2;F6;2017;429.7;933.5;0.44717457037426445;predicted
3;A1;2017;429.7;3562;0.7152993197563726;predicted
3;A2;2017;429.7;3338;0.7135585010097362;predicted
3;A3;2017;429.7;3366;0.7147475869805759;predicted
3;A4;2017;429.7;3273;0.7042550065010453;predicted
3;A5;2017;429.7;3177;0.7033516174961385;predicted
3;A6;2017;429.7;3109;0.7099042835884044;predicted
3;B1;2017;429.7;2844;0.6777929524333077;predicted
3;B2;2017;429.7;2822;0.675432167795265;predicted
3;B3;2017;429.7;3074;0.696162992451569;predicted
3;B4;2017;429.7;3156;0.6905525770078931;predicted
3;B5;2017;429.7;3076;0.6974763982921071;predicted
3;B6;2017;429.7;3033;0.7019825689354887;predicted
3;C1;2017;429.7;3037;0.6895898358667926;predicted
3;C2;2017;429.7;3532;0.7073481111548893;predicted
3;C3;2017;429.7;2716;0.6771740013031715;predicted
3;C4;2017;429.7;3249;0.7000548439582244;predicted
3;C5;2017;429.7;3493;0.7013321625225591;predicted
3;C6;2017;429.7;2757;0.6841484675526288;predicted
3;D1;2017;429.7;3231;0.7052302805957875;predicted
3;D2;2017;429.7;2847;0.6868453155805132;predicted
3;D3;2017;429.7;2678;0.661912293833465;predicted
3;D4;2017;429.7;3197;0.6905811761089635;predicted
3;D5;2017;429.7;3027;0.6894798011427054;predicted
3;D6;2017;429.7;2890;0.7306477912569838;predicted
3;E1;2017;429.7;2411;0.6433977437883786;predicted
3;E2;2017;429.7;2134;0.6332397891062459;predicted
3;E3;2017;429.7;2163;0.6370320361082076;predicted
3;E4;2017;429.7;2431;0.647812766238681;predicted
3;E5;2017;429.7;2554;0.6616544781407482;predicted
3;E6;2017;429.7;2377;0.6545802988692521;predicted
3;F1;2017;429.7;2451;0.6392812449049389;predicted
3;F2;2017;429.7;2201;0.6418751960188075;predicted
3;F3;2017;429.7;2036;0.6433151766838365;predicted
3;F4;2017;429.7;1867;0.6240414941547432;predicted
3;F5;2017;429.7;1892;0.6205878169691078;predicted
3;F6;2017;429.7;2303;0.6509739822572413;predicted
4;A1;2017;429.7;2935.5;1.2139408381550911;predicted
4;A2;2017;429.7;2699.5;1.2115637358091642;predicted
4;A3;2017;429.7;3061.5;1.2304627152935914;predicted
4;A4;2017;429.7;2613.5;1.2011467450017148;predicted
4;A5;2017;429.7;2869.5;1.2189076749093313;predicted
4;A6;2017;429.7;2991;1.2355083195070606;predicted
4;B1;2017;429.7;2328;1.1822935823088268;predicted
4;B2;2017;429.7;2713;1.2015134164133894;predicted
4;B3;2017;429.7;2536;1.1994971023950556;predicted
4;B4;2017;429.7;2648.5;1.195503907766243;predicted
4;B5;2017;429.7;2527.5;1.2002537600862142;predicted
4;B6;2017;429.7;2367;1.1985296538198758;predicted
4;C1;2017;429.7;2796;1.2086719648927207;predicted
4;C2;2017;429.7;2295.5;1.173645213256337;predicted
4;C3;2017;429.7;2384.5;1.1914574915177831;predicted
4;C4;2017;429.7;2309.5;1.1820999651421138;predicted
4;C5;2017;429.7;2343.5;1.1722423207188637;predicted
4;C6;2017;429.7;2580.5;1.2066506209247436;predicted
4;D1;2017;429.7;2543.5;1.2006373573647788;predicted
4;D2;2017;429.7;2329.5;1.191266410006121;predicted
4;D3;2017;429.7;2060.5;1.1610310249316513;predicted
4;D4;2017;429.7;2259.5;1.1727323445594013;predicted
4;D5;2017;429.7;2067;1.1704379378444734;predicted
4;D6;2017;429.7;2126.5;1.2220250718971348;predicted
4;E1;2017;429.7;2165;1.1622147546479356;predicted
4;E2;2017;429.7;2240;1.1707211188783262;predicted
4;E3;2017;429.7;2358.5;1.17925898105833;predicted
4;E4;2017;429.7;2117;1.1630241700355914;predicted
4;E5;2017;429.7;2074.5;1.168090470630776;predicted
4;E6;2017;429.7;2014;1.167193544635726;predicted
4;F1;2017;429.7;2069.5;1.15091355345584;predicted
4;F2;2017;429.7;2119.5;1.1694145945519727;predicted
4;F3;2017;429.7;2069.5;1.1769522930435363;predicted
4;F4;2017;429.7;2209;1.1740364013795381;predicted
4;F5;2017;429.7;2196;1.1685678261294825;predicted
4;F6;2017;429.7;2297;1.1825166651026096;predicted
5;A1;2017;429.7;3562;1.272841374252212;predicted
5;A2;2017;429.7;3184;1.2629349159813466;predicted
5;A3;2017;429.7;3221;1.2646012146516545;predicted
5;A4;2017;429.7;2896;1.2418071512525062;predicted
5;A5;2017;429.7;3046;1.253947576033056;predicted
5;A6;2017;429.7;3182;1.2713170633132613;predicted
5;B1;2017;429.7;3356;1.2624831071655447;predicted
5;B2;2017;429.7;2972.8;1.240970186188856;predicted
5;B3;2017;429.7;2555;1.2261857812780914;predicted
5;B4;2017;429.7;2821;1.230331714356871;predicted
5;B5;2017;429.7;3439;1.2742660316664864;predicted
5;B6;2017;429.7;3502;1.2843927074369346;predicted
5;C1;2017;429.7;2963;1.2432081415003402;predicted
5;C2;2017;429.7;2959;1.2345076237846042;predicted
5;C3;2017;429.7;2880;1.243411931655982;predicted
5;C4;2017;429.7;3481;1.2698983813736815;predicted
5;C5;2017;429.7;3482;1.2582909570523824;predicted
5;C6;2017;429.7;3496;1.2808749870381126;predicted
5;D1;2017;429.7;3116;1.2566746172650924;predicted
5;D2;2017;429.7;2802;1.2420013065790132;predicted
5;D3;2017;429.7;3295;1.2521699300594944;predicted
5;D4;2017;429.7;3428;1.2603716898911466;predicted
5;D5;2017;429.7;3804;1.2882212186926092;predicted
5;D6;2017;429.7;3025;1.295348036244842;predicted
5;E1;2017;429.7;3383;1.2524787698267543;predicted
5;E2;2017;429.7;2962;1.2346854119531347;predicted
5;E3;2017;429.7;3967;1.2902287250307294;predicted
5;E4;2017;429.7;3536;1.263945935502527;predicted
5;E5;2017;429.7;3007;1.2432162385098067;predicted
5;E6;2017;429.7;3592;1.2765460677932616;predicted
5;F1;2017;429.7;3262;1.239825465986166;predicted
5;F2;2017;429.7;3021.1;1.2429019321628298;predicted
5;F3;2017;429.7;3275;1.2665535128064271;predicted
5;F4;2017;429.7;3033;1.2434091050483165;predicted
5;F5;2017;429.7;2925;1.2329032846372106;predicted
5;F6;2017;429.7;3376;1.2654103952563125;predicted
6;A1;2017;429.7;4403;1.4297328519734411;predicted
6;A2;2017;429.7;3475;1.390663395401758;predicted
6;A3;2017;429.7;4136;1.4254164412351753;predicted
6;A4;2017;429.7;4017;1.4135452462905151;predicted
6;A5;2017;429.7;3207;1.3747829831278198;predicted
6;A6;2017;429.7;3139;1.3813356492200852;predicted
6;B1;2017;429.7;3868;1.4019298095395576;predicted
6;B2;2017;429.7;4227;1.4197710291789902;predicted
6;B3;2017;429.7;3813;1.4051881140746678;predicted
6;B4;2017;429.7;3990;1.4046149437920423;predicted
6;B5;2017;429.7;3907;1.4113796941764334;predicted
6;B6;2017;429.7;3705;1.407455107129215;predicted
6;C1;2017;429.7;4071;1.4142569293057843;predicted
6;C2;2017;429.7;3890;1.3961712285005126;predicted
6;C3;2017;429.7;4497;1.4414497487980014;predicted
6;C4;2017;429.7;4408;1.431349891556493;predicted
6;C5;2017;429.7;3791;1.3869738618717293;predicted
6;C6;2017;429.7;3904;1.414807231551607;predicted
6;D1;2017;429.7;4571;1.4461226058166892;predicted
6;D2;2017;429.7;3731;1.4035588640283732;predicted
6;D3;2017;429.7;4420;1.4241201196306004;predicted
6;D4;2017;429.7;3495;1.3762228754581338;predicted
6;D5;2017;429.7;4101;1.416267839912666;predicted
6;D6;2017;429.7;3977;1.458125137259509;predicted
6;E1;2017;429.7;3733;1.3833356436103443;predicted
6;E2;2017;429.7;4540;1.4306553073974597;predicted
6;E3;2017;429.7;4109;1.4100566830932828;predicted
6;E4;2017;429.7;2939;1.344589428575436;predicted
6;E5;2017;429.7;3873;1.401433307062891;predicted
6;E6;2017;429.7;2673;1.340115950951874;predicted
6;F1;2017;429.7;3610;1.3705762925032077;predicted
6;F2;2017;429.7;2827;1.3449086470819198;predicted
6;F3;2017;429.7;2842;1.3558928817363074;predicted
6;F4;2017;429.7;2781;1.3423457516008295;predicted
6;F5;2017;429.7;3051;1.3518828645673766;predicted
6;F6;2017;429.7;2182;1.3143987792645158;predicted
7;A1;2017;429.7;2542;1.0400323267045075;predicted
7;A2;2017;429.7;2713;1.0592358431011855;predicted
7;A3;2017;429.7;2745.5;1.0606635354217593;predicted
7;A4;2017;429.7;2534;1.0438876543992344;predicted
7;A5;2017;429.7;2770;1.0605881116413667;predicted
7;A6;2017;429.7;2798;1.072231046527957;predicted
7;B1;2017;429.7;2018.5;1.0128390560532772;predicted
7;B2;2017;429.7;2679;1.0466669011248857;predicted
7;B3;2017;429.7;2531;1.046188272471504;predicted
7;B4;2017;429.7;2767.5;1.0487700083686942;predicted
7;B5;2017;429.7;2788;1.0610227047969665;predicted
7;B6;2017;429.7;2497;1.052379014388343;predicted
7;C1;2017;429.7;1917;1.009020479487506;predicted
7;C2;2017;429.7;2961;1.0558887294431463;predicted
7;C3;2017;429.7;2496;1.0443259148706776;predicted
7;C4;2017;429.7;2573.5;1.043054492569326;predicted
7;C5;2017;429.7;3356;1.072885037651825;predicted
7;C6;2017;429.7;2232.5;1.0351546847881365;predicted
7;D1;2017;429.7;2374.5;1.0386326515842563;predicted
7;D2;2017;429.7;3127;1.0805090457851263;predicted
7;D3;2017;429.7;2954.5;1.0553904413216184;predicted
7;D4;2017;429.7;2294.5;1.0215444599668184;predicted
7;D5;2017;429.7;2647.5;1.0481744452029742;predicted
7;D6;2017;429.7;2449;1.0860814818708886;predicted
7;E1;2017;429.7;2344.5;1.0186887850634765;predicted
7;E2;2017;429.7;2376.5;1.0249151330630761;predicted
7;E3;2017;429.7;2361;1.0263478283843352;predicted
7;E4;2017;429.7;2232;1.0160781761049458;predicted
7;E5;2017;429.7;2330;1.0285942971751572;predicted
7;E6;2017;429.7;2284.5;1.0284927256792205;predicted
7;F1;2017;429.7;2531;1.022340248454709;predicted
7;F2;2017;429.7;2180.5;1.0196053244245193;predicted
7;F3;2017;429.7;2551.5;1.0494659725245272;predicted
7;F4;2017;429.7;2317;1.026719242015973;predicted
7;F5;2017;429.7;2495.5;1.0314046925379292;predicted
7;F6;2017;429.7;2124.5;1.0203263766056272;predicted
8;A1;2017;429.7;2929;1.1646899842013219;predicted
8;A2;2017;429.7;2624.5;1.1586807629761111;predicted
8;A3;2017;429.7;2228;1.137361316622047;predicted
8;A4;2017;429.7;1872;1.1129235205913983;predicted
8;A5;2017;429.7;2143.5;1.1315063168147652;predicted
8;A6;2017;429.7;2750;1.1738234235504883;predicted
8;B1;2017;429.7;6320;1.3450577260020031;predicted
8;B2;2017;429.7;2405;1.1362759370274447;predicted
8;B3;2017;429.7;2057;1.12519258171922;predicted
8;B4;2017;429.7;2563;1.142064186783811;predicted
8;B5;2017;429.7;2390.5;1.14408332199016;predicted
8;B6;2017;429.7;3182.5;1.1928642264175104;predicted
8;C1;2017;429.7;2767;1.1582280791902817;predicted
8;C2;2017;429.7;2307.5;1.125375296518141;predicted
8;C3;2017;429.7;2143;1.1297460837445736;predicted
8;C4;2017;429.7;2333.5;1.1344663320032082;predicted
8;C5;2017;429.7;2314.5;1.1217984350164247;predicted
8;C6;2017;429.7;2844;1.1717161479550122;predicted
8;D1;2017;429.7;2850;1.1679829006258386;predicted
8;D2;2017;429.7;2072.5;1.128733135917161;predicted
8;D3;2017;429.7;2009;1.1093941074805425;predicted
8;D4;2017;429.7;2044.5;1.1124260630679585;predicted
8;D5;2017;429.7;2015.5;1.1188010203933647;predicted
8;D6;2017;429.7;2320.5;1.1834054564148455;predicted
8;E1;2017;429.7;2429.5;1.1273333053114787;predicted
8;E2;2017;429.7;2252.4;1.1224724115934397;predicted
8;E3;2017;429.7;2381;1.1315458124695132;predicted
8;E4;2017;429.7;2712.5;1.1456935433128992;predicted
8;E5;2017;429.7;4000.5;1.2213077879794256;predicted
8;E6;2017;429.7;2165.5;1.1263204247392826;predicted
8;F1;2017;429.7;2193.5;1.1085822836443555;predicted
8;F2;2017;429.7;2560.5;1.1438918164884144;predicted
8;F3;2017;429.7;3053.5;1.1802213478478762;predicted
8;F4;2017;429.7;3120;1.1734347309548605;predicted
8;F5;2017;429.7;2268.5;1.1235058392043762;predicted
8;F6;2017;429.7;3121.7;1.1773390551263674;predicted
9;A1;2017;429.7;2583;1.3039386960876174;predicted
9;A2;2017;429.7;2394;1.3040537045055787;predicted
9;A3;2017;429.7;2259;1.2965999382527216;predicted
9;A4;2017;429.7;2559;1.306945645649957;predicted
9;A5;2017;429.7;2812;1.324547504657751;predicted
9;A6;2017;429.7;3012;1.345310504467506;predicted
9;B1;2017;429.7;2882;1.3203573638044284;predicted
9;B2;2017;429.7;2832;1.316511917434708;predicted
9;B3;2017;429.7;2539;1.3083448619565652;predicted
9;B4;2017;429.7;2883;1.3166266384307335;predicted
9;B5;2017;429.7;2733;1.3198388053857522;predicted
9;B6;2017;429.7;3194;1.3510688871993377;predicted
9;C1;2017;429.7;2844;1.3199057879515699;predicted
9;C2;2017;429.7;2832;1.31078108116964;predicted
9;C3;2017;429.7;2693.5;1.3165304828612021;predicted
9;C4;2017;429.7;2560;1.3040710739389914;predicted
9;C5;2017;429.7;2583;1.2936301695497248;predicted
9;C6;2017;429.7;2499;1.3110178834745823;predicted
9;D1;2017;429.7;2513;1.3077088252116025;predicted
9;D2;2017;429.7;2531;1.3106393607725622;predicted
9;D3;2017;429.7;2853;1.3117409429631528;predicted
9;D4;2017;429.7;2844;1.3124133468698667;predicted
9;D5;2017;429.7;2943;1.3255753292543722;predicted
9;D6;2017;429.7;2669;1.359479081610083;predicted
9;E1;2017;429.7;2632;1.2956654800486807;predicted
9;E2;2017;429.7;2544;1.2955289920553743;predicted
9;E3;2017;429.7;2521;1.2965640101270768;predicted
9;E4;2017;429.7;2699;1.302572613262871;predicted
9;E5;2017;429.7;2733;1.3116952218035332;predicted
9;E6;2017;429.7;3395;1.3491078708491027;predicted
9;F1;2017;429.7;3221;1.3206589558327844;predicted
9;F2;2017;429.7;2864;1.317579378186312;predicted
9;F3;2017;429.7;2733;1.3208221623826644;predicted
9;F4;2017;429.7;2499;1.2981019436907473;predicted
9;F5;2017;429.7;2583;1.2977766608682904;predicted
9;F6;2017;429.7;2655;1.3101878144764652;predicted
1;A1;2018;654.1;3063.5;0.8285084243681061;predicted
1;A2;2018;654.1;2907.5;0.8303732126841162;predicted
1;A3;2018;654.1;2766.5;0.82260130463161385;predicted
1;A4;2018;654.1;2630.5;0.809828707921292;predicted
1;A5;2018;654.1;2735.5;0.8195830692045023;predicted
1;A6;2018;654.1;2408.5;0.8124026142787466;predicted
1;B1;2018;654.1;2768.5;0.8134310539200338;predicted
1;B2;2018;654.1;2980;0.8234512876515202;predicted
1;B3;2018;654.1;2523.5;0.8066148681330435;predicted
1;B4;2018;654.1;2280;0.7837452600586108;predicted
1;B5;2018;654.1;2308;0.7963956337364398;predicted
1;B6;2018;654.1;2234;0.7992580717483209;predicted
1;C1;2018;654.1;2180.5;0.7838164797663574;predicted
1;C2;2018;654.1;1992;0.7653331017115288;predicted
1;C3;2018;654.1;2216.5;0.7903300822816307;predicted
1;C4;2018;654.1;1924;0.76943991566882;predicted
1;C5;2018;654.1;2276.5;0.7764702984434069;predicted
1;C6;2018;654.1;2338;0.8015729510096622;predicted
1;D1;2018;654.1;2321;0.7966201601151818;predicted
1;D2;2018;654.1;2133;0.7886278272216535;predicted
1;D3;2018;654.1;2281.5;0.7805298090391682;predicted
1;D4;2018;654.1;2239.5;0.7794524330478327;predicted
1;D5;2018;654.1;2332;0.7922697618160558;predicted
1;D6;2018;654.1;2420.5;0.8453945812336694;predicted
1;E1;2018;654.1;2238.5;0.773892552847506;predicted
1;E2;2018;654.1;2896.9;0.8133329047300731;predicted
1;E3;2018;654.1;2748.4;0.8077134568258618;predicted
1;E4;2018;654.1;2555;0.7940290825636128;predicted
1;E5;2018;654.1;2473.5;0.7970274614611031;predicted
1;E6;2018;654.1;2353;0.7929491174696002;predicted
1;F1;2018;654.1;2299;0.7708630384461875;predicted
1;F2;2018;654.1;2198.5;0.7813840227345512;predicted
1;F3;2018;654.1;2263;0.7949929272360123;predicted
1;F4;2018;654.1;2411.5;0.7925542482714821;predicted
1;F5;2018;654.1;1804.5;0.7555896348565434;predicted
1;F6;2018;654.1;2061.5;0.7778101606204478;predicted
2;A1;2018;654.1;2462.9;0.6059724149892336;predicted
2;A2;2018;654.1;2683;0.6277793917796758;predicted
2;A3;2018;654.1;2495;0.6175153729632855;predicted
2;A4;2018;654.1;1831;0.5767462978841786;predicted
2;A5;2018;654.1;1644;0.5710177582513183;predicted
2;A6;2018;654.1;1378.1;0.5670770473186169;predicted
2;B1;2018;654.1;2187.5;0.5919343077533359;predicted
2;B2;2018;654.1;2652;0.6153695207031985;predicted
2;B3;2018;654.1;2451.5;0.6121071513029207;predicted
2;B4;2018;654.1;1884.5;0.5720843978642799;predicted
2;B5;2018;654.1;2114.5;0.5954455454635001;predicted
2;B6;2018;654.1;2237;0.6087271274137641;predicted
2;C1;2018;654.1;2894;0.6309588268731299;predicted
2;C2;2018;654.1;2754;0.6150470950321008;predicted
2;C3;2018;654.1;2813;0.63126866429532;predicted
2;C4;2018;654.1;1740;0.5689935519119851;predicted
2;C5;2018;654.1;1753.5;0.5580489230066135;predicted
2;C6;2018;654.1;2150;0.6009144927197307;predicted
2;D1;2018;654.1;1571.5;0.5661889317417791;predicted
2;D2;2018;654.1;1884.5;0.5847614391186321;predicted
2;D3;2018;654.1;1875.5;0.5683121986954578;predicted
2;D4;2018;654.1;1761.5;0.5634171211083792;predicted
2;D5;2018;654.1;1477;0.5562445401322234;predicted
2;D6;2018;654.1;1892;0.6266815758138677;predicted
2;E1;2018;654.1;1508.5;0.5444952853229503;predicted
2;E2;2018;654.1;1190;0.5321368498599376;predicted
2;E3;2018;654.1;1066;0.5278164809709446;predicted
2;E4;2018;654.1;842;0.5125095835305046;predicted
2;E5;2018;654.1;1238.5;0.5408532591330693;predicted
2;E6;2018;654.1;1797.5;0.5728044739513949;predicted
2;F1;2018;654.1;1281;0.5261949645386582;predicted
2;F2;2018;654.1;1504.5;0.5538956060078671;predicted
2;F3;2018;654.1;1624;0.5704208103394101;predicted
2;F4;2018;654.1;1223;0.5388456448906992;predicted
2;F5;2018;654.1;1012.7;0.5229155067956412;predicted
2;F6;2018;654.1;933.5;0.5273094870527548;predicted
3;A1;2018;654.1;3562;0.688498938796403;predicted
3;A2;2018;654.1;3338;0.6867581200497666;predicted
3;A3;2018;654.1;3366;0.6879472060206063;predicted
3;A4;2018;654.1;3273;0.6774546255410757;predicted
3;A5;2018;654.1;3177;0.676551236536169;predicted
3;A6;2018;654.1;3109;0.6831039026284348;predicted
3;B1;2018;654.1;2844;0.6509925714733381;predicted
3;B2;2018;654.1;2822;0.6486317868352954;predicted
3;B3;2018;654.1;3074;0.6693626114915995;predicted
3;B4;2018;654.1;3156;0.6637521960479235;predicted
3;B5;2018;654.1;3076;0.6706760173321374;predicted
3;B6;2018;654.1;3033;0.6751821879755191;predicted
3;C1;2018;654.1;3037;0.662789454906823;predicted
3;C2;2018;654.1;3532;0.6805477301949198;predicted
3;C3;2018;654.1;2716;0.6503736203432018;predicted
3;C4;2018;654.1;3249;0.6732544629982548;predicted
3;C5;2018;654.1;3493;0.6745317815625895;predicted
3;C6;2018;654.1;2757;0.6573480865926591;predicted
3;D1;2018;654.1;3231;0.6784298996358179;predicted
3;D2;2018;654.1;2847;0.6600449346205436;predicted
3;D3;2018;654.1;2678;0.6351119128734952;predicted
3;D4;2018;654.1;3197;0.6637807951489939;predicted
3;D5;2018;654.1;3027;0.6626794201827357;predicted
3;D6;2018;654.1;2890;0.7038474102970141;predicted
3;E1;2018;654.1;2411;0.616597362828409;predicted
3;E2;2018;654.1;2134;0.6064394081462763;predicted
3;E3;2018;654.1;2163;0.610231655148238;predicted
3;E4;2018;654.1;2431;0.6210123852787114;predicted
3;E5;2018;654.1;2554;0.6348540971807785;predicted
3;E6;2018;654.1;2377;0.6277799179092824;predicted
3;F1;2018;654.1;2451;0.6124808639449693;predicted
3;F2;2018;654.1;2201;0.6150748150588379;predicted
3;F3;2018;654.1;2036;0.6165147957238669;predicted
3;F4;2018;654.1;1867;0.5972411131947736;predicted
3;F5;2018;654.1;1892;0.5937874360091382;predicted
3;F6;2018;654.1;2303;0.6241736012972717;predicted
4;A1;2018;654.1;2935.5;0.6325854759849544;predicted
4;A2;2018;654.1;2699.5;0.6302083736390274;predicted
4;A3;2018;654.1;3061.5;0.6491073531234548;predicted
4;A4;2018;654.1;2613.5;0.6197913828315781;predicted
4;A5;2018;654.1;2869.5;0.6375523127391947;predicted
4;A6;2018;654.1;2991;0.6541529573369241;predicted
4;B1;2018;654.1;2328;0.6009382201386902;predicted
4;B2;2018;654.1;2713;0.6201580542432528;predicted
4;B3;2018;654.1;2536;0.6181417402249189;predicted
4;B4;2018;654.1;2648.5;0.6141485455961064;predicted
4;B5;2018;654.1;2527.5;0.6188983979160776;predicted
4;B6;2018;654.1;2367;0.617174291649739;predicted
4;C1;2018;654.1;2796;0.6273166027225839;predicted
4;C2;2018;654.1;2295.5;0.5922898510862006;predicted
4;C3;2018;654.1;2384.5;0.6101021293476464;predicted
4;C4;2018;654.1;2309.5;0.6007446029719772;predicted
4;C5;2018;654.1;2343.5;0.590886958548727;predicted
4;C6;2018;654.1;2580.5;0.6252952587546069;predicted
4;D1;2018;654.1;2543.5;0.6192819951946422;predicted
4;D2;2018;654.1;2329.5;0.6099110478359843;predicted
4;D3;2018;654.1;2060.5;0.5796756627615146;predicted
4;D4;2018;654.1;2259.5;0.5913769823892647;predicted
4;D5;2018;654.1;2067;0.5890825756743369;predicted
4;D6;2018;654.1;2126.5;0.6406697097269982;predicted
4;E1;2018;654.1;2165;0.5808593924777989;predicted
4;E2;2018;654.1;2240;0.5893657567081896;predicted
4;E3;2018;654.1;2358.5;0.5979036188881934;predicted
4;E4;2018;654.1;2117;0.5816688078654548;predicted
4;E5;2018;654.1;2074.5;0.5867351084606394;predicted
4;E6;2018;654.1;2014;0.5858381824655893;predicted
4;F1;2018;654.1;2069.5;0.5695581912857032;predicted
